timestamp,energy_generation,hour,day_of_week,month,day_of_year,cloud_cover,temperature,humidity
2019-01-01 00:00:00,10.186188433185018,0,1,1,1,0.35367665723356584,6.875852451028303,0.40251215805978235
2019-01-01 01:00:00,0.2537691533394804,1,1,1,1,0.2485580660782393,-0.8051992662636422,0.5124960686327221
2019-01-01 02:00:00,6.28839571246664,2,1,1,1,0.4159590873381714,4.3192464667642305,0.6317754590149351
2019-01-01 03:00:00,6.805281034740205,3,1,1,1,0.15996757580999196,4.162343007138249,0.5304893425781695
2019-01-01 04:00:00,0.0,4,1,1,1,0.5502830780616322,5.711269991146651,0.7062052740611965
2019-01-01 05:00:00,15.879132790513195,5,1,1,1,0.11094528759339801,3.903666726865023,0.6463427913408085
2019-01-01 06:00:00,5.989015827922061,6,1,1,1,0.5098966417920571,4.5740913083758805,0.6121985109712004
2019-01-01 07:00:00,0.0,7,1,1,1,0.17727037947274454,2.896182480946421,0.7039226579271729
2019-01-01 08:00:00,13.382493447667107,8,1,1,1,0.19829047191334442,-0.05841622616172959,0.5146796109344705
2019-01-01 09:00:00,0.0,9,1,1,1,0.37623678821354994,8.386393596102774,0.49919914604199345
2019-01-01 10:00:00,0.0,10,1,1,1,0.5434668040445325,1.5924992236048263,0.6165994451523356
2019-01-01 11:00:00,0.0,11,1,1,1,0.08476376294265023,2.2967088696038784,0.776847591983328
2019-01-01 12:00:00,0.0,12,1,1,1,0.3579287927839609,11.6159371882313,0.2595714446981305
2019-01-01 13:00:00,3.559496802532159,13,1,1,1,0.2733207739503824,3.6885782107782217,0.17943352544581478
2019-01-01 14:00:00,0.0,14,1,1,1,0.13437614109485027,2.685675693177869,0.41559656972044456
2019-01-01 15:00:00,0.3892586110277459,15,1,1,1,0.35325485000480755,8.50710176162513,0.5909211635565241
2019-01-01 16:00:00,4.148501612089898,16,1,1,1,0.13279012143275798,-0.7206022095202904,0.40640083947628447
2019-01-01 17:00:00,2.4704083643519206,17,1,1,1,0.32643436842516804,-2.92023934560841,0.2975060513149556
2019-01-01 18:00:00,2.869546940865041,18,1,1,1,0.1658104012585459,3.828861586146844,0.3593380944551567
2019-01-01 19:00:00,5.316850326670894,19,1,1,1,0.207734214505591,6.365531846579172,0.663103803669181
2019-01-01 20:00:00,0.0,20,1,1,1,0.26340848808284784,10.237877325475049,0.3049316738789691
2019-01-01 21:00:00,4.370215109782936,21,1,1,1,0.39001433036648914,7.439291459517861,0.5331409373319937
2019-01-01 22:00:00,2.0949069857915963,22,1,1,1,0.15364547000727538,8.616901524664854,0.49296703127054714
2019-01-01 23:00:00,4.294932505168792,23,1,1,1,0.30550235119832064,7.268636870306414,0.8315741503011579
2019-01-02 00:00:00,0.0,0,2,1,2,0.203313881265596,5.232296138314321,0.8568180628204817
2019-01-02 01:00:00,4.518380803115243,1,2,1,2,0.18387687608823067,6.031233733717552,0.7138299329122654
2019-01-02 02:00:00,12.655782524260525,2,2,1,2,0.36782408723548077,5.333105757287355,0.6034325719681363
2019-01-02 03:00:00,4.538243767034784,3,2,1,2,0.20209676646387698,10.347383968287495,0.7027463256242732
2019-01-02 04:00:00,0.0,4,2,1,2,0.18633950452881945,4.8269723413424,0.3888087173738629
2019-01-02 05:00:00,0.0,5,2,1,2,0.2835202997539891,-3.1769529748662535,0.22387786510216942
2019-01-02 06:00:00,0.0,6,2,1,2,0.10039930306621214,0.7158865474342111,0.8053060460204196
2019-01-02 07:00:00,0.0,7,2,1,2,0.20772938916523406,6.981726905706459,0.466787296716317
2019-01-02 08:00:00,0.0,8,2,1,2,0.3096377073595142,1.3443200650009546,0.3558102369150605
2019-01-02 09:00:00,17.24893164284772,9,2,1,2,0.0443858001226034,5.258140003987444,0.6438411197004758
2019-01-02 10:00:00,0.0,10,2,1,2,0.12457921344554526,6.41798126988014,0.5694318338882554
2019-01-02 11:00:00,0.0,11,2,1,2,0.21100332015818626,7.5669039852027655,0.2779968990542701
2019-01-02 12:00:00,1.1515763315727812,12,2,1,2,0.3581887554246956,6.126772338285465,0.8117184439501276
2019-01-02 13:00:00,1.8943668001863228,13,2,1,2,0.6522422663601021,3.193185374036062,0.3495307727478818
2019-01-02 14:00:00,0.0,14,2,1,2,0.16226602605678067,-3.2344727366255324,0.7266563675481409
2019-01-02 15:00:00,2.9966567573787697,15,2,1,2,0.0694242954698856,2.167325402487382,0.5219744710059707
2019-01-02 16:00:00,0.0,16,2,1,2,0.076848080809821,1.9589797623016887,0.7033041131238613
2019-01-02 17:00:00,11.789082938331125,17,2,1,2,0.1744335165862888,5.709472274360989,0.44146468782633963
2019-01-02 18:00:00,0.0,18,2,1,2,0.5434537469656785,-0.03080677768132567,0.22913191596274934
2019-01-02 19:00:00,0.0,19,2,1,2,0.061653913446673224,5.2280610214904515,0.27857826194438073
2019-01-02 20:00:00,0.0,20,2,1,2,0.23568650663126414,8.404353717151523,0.8075997783874274
2019-01-02 21:00:00,9.33565699357839,21,2,1,2,0.31329412667520323,4.963067991780913,0.6262680480065473
2019-01-02 22:00:00,0.0,22,2,1,2,0.15258331470398612,7.669426340961607,0.6504583165338785
2019-01-02 23:00:00,4.973203074693717,23,2,1,2,0.38688633601837824,2.209949711009885,0.6206954133222656
2019-01-03 00:00:00,0.0,0,3,1,3,0.4845897602554896,6.866543442721878,0.870557144483943
2019-01-03 01:00:00,12.629013934874033,1,3,1,3,0.09593877797328496,4.449697090405202,0.7552244632372022
2019-01-03 02:00:00,0.0,2,3,1,3,0.3662241584833629,5.54787529867765,0.6823851718754458
2019-01-03 03:00:00,1.0309263494801346,3,3,1,3,0.29837284269070247,1.4938134389779814,0.43515953911889443
2019-01-03 04:00:00,0.0,4,3,1,3,0.2237663665214278,9.023428516282701,0.33658177679258144
2019-01-03 05:00:00,0.0,5,3,1,3,0.1642916485213648,2.8060621586145658,0.5865406229662274
2019-01-03 06:00:00,0.0,6,3,1,3,0.46138582746288664,5.842823616229991,0.0808239770737305
2019-01-03 07:00:00,0.0,7,3,1,3,0.09832146075036968,11.536141764593733,0.3461972578464579
2019-01-03 08:00:00,0.0,8,3,1,3,0.179247512983417,3.6293143638918806,0.8981083850258321
2019-01-03 09:00:00,0.0,9,3,1,3,0.34301873259799726,4.247683530900497,0.5335127743036675
2019-01-03 10:00:00,23.373568427258437,10,3,1,3,0.2746698380360602,2.922553989336579,0.3771825556600379
2019-01-03 11:00:00,0.0,11,3,1,3,0.4432945779277498,8.406360267026272,0.6621898796777514
2019-01-03 12:00:00,0.0,12,3,1,3,0.13272443189522465,8.05217463257753,0.5258400634609658
2019-01-03 13:00:00,2.801114674783648,13,3,1,3,0.4006430877209991,9.165546267299273,0.6636334056072904
2019-01-03 14:00:00,15.565127705643151,14,3,1,3,0.32259603850098684,10.378929737100558,0.3538233510165529
2019-01-03 15:00:00,0.0,15,3,1,3,0.2923618255131976,1.0367721896670181,0.29131337470889557
2019-01-03 16:00:00,4.275179000217668,16,3,1,3,0.11357697325263676,5.160978387591315,0.7087925942643785
2019-01-03 17:00:00,0.0,17,3,1,3,0.34155895722546276,4.251507955896857,0.6086963711329273
2019-01-03 18:00:00,0.9987997381025554,18,3,1,3,0.16999587395941756,2.4062043079692104,0.2704946003386378
2019-01-03 19:00:00,0.0,19,3,1,3,0.8014732049023443,7.377956493393606,0.7176380447845442
2019-01-03 20:00:00,8.774419956684183,20,3,1,3,0.13177062408757453,3.465686931231705,0.6694242370261251
2019-01-03 21:00:00,0.0,21,3,1,3,0.12549965919150205,10.046538289322818,0.457438659856993
2019-01-03 22:00:00,0.0,22,3,1,3,0.3370138954716539,7.509066191782094,0.346401242475428
2019-01-03 23:00:00,6.8246173460662325,23,3,1,3,0.03439862200520179,2.251140372866013,0.7242756979659914
2019-01-04 00:00:00,0.0,0,4,1,4,0.15937752033309405,5.315758460180007,0.5363500551921129
2019-01-04 01:00:00,9.793749633406385,1,4,1,4,0.2615158445906097,7.085056152910646,0.450115792547367
2019-01-04 02:00:00,22.905034828071027,2,4,1,4,0.2491194021961276,9.50357994825696,0.6378265315897939
2019-01-04 03:00:00,14.251374225707872,3,4,1,4,0.0685869246308145,0.8382931124179791,0.5992095050977759
2019-01-04 04:00:00,0.0,4,4,1,4,0.45950640724990544,7.633228788838653,0.43043158497035905
2019-01-04 05:00:00,0.0,5,4,1,4,0.5414781386117564,7.971300969375824,0.5367536032138601
2019-01-04 06:00:00,3.615173991527969,6,4,1,4,0.26059606181093153,5.821356773052427,0.35523171750931953
2019-01-04 07:00:00,0.0,7,4,1,4,0.06753590748378506,9.21121285822187,0.5708381830643298
2019-01-04 08:00:00,9.751519559114646,8,4,1,4,0.04676883497272682,-0.12011069529345342,0.34796764090633275
2019-01-04 09:00:00,10.685157623030328,9,4,1,4,0.12713147658095109,4.434155732115342,0.20724867410279987
2019-01-04 10:00:00,0.0,10,4,1,4,0.3265987258278122,2.548475530740174,0.47319288786218916
2019-01-04 11:00:00,0.0,11,4,1,4,0.11912486541113898,5.287610161206724,0.4653530511926215
2019-01-04 12:00:00,0.0,12,4,1,4,0.10776704550146234,5.711848891034515,0.5313568945996229
2019-01-04 13:00:00,0.0,13,4,1,4,0.32460102630740867,5.8127190426843045,0.2147710621554395
2019-01-04 14:00:00,1.7464305890466407,14,4,1,4,0.21935449118475614,0.6607781850375751,0.36776558999255166
2019-01-04 15:00:00,2.685143656272561,15,4,1,4,0.30479223202169464,9.128420976613949,0.5154269597398117
2019-01-04 16:00:00,1.0638543137469947,16,4,1,4,0.403730071467841,6.083478584909184,0.7603248035746812
2019-01-04 17:00:00,0.0,17,4,1,4,0.18412892169781056,4.661684341338058,0.7925351239345341
2019-01-04 18:00:00,0.0,18,4,1,4,0.23447365948588197,2.1095446779974436,0.7301382688794462
2019-01-04 19:00:00,0.0,19,4,1,4,0.175068748991844,9.077793468981044,0.5964527954807192
2019-01-04 20:00:00,0.0,20,4,1,4,0.2673316734797696,11.756452545952435,0.6760716347502803
2019-01-04 21:00:00,7.801950325293656,21,4,1,4,0.238699744225137,11.791798415549273,0.49856512995235663
2019-01-04 22:00:00,3.903883764702253,22,4,1,4,0.32579561073076047,6.035761913470567,0.6937669367399802
2019-01-04 23:00:00,0.0,23,4,1,4,0.4434878606676832,8.518607023173082,0.5538935528685952
2019-01-05 00:00:00,0.0,0,5,1,5,0.3855671372233749,6.943876019949904,0.5154347117890403
2019-01-05 01:00:00,2.297871763658046,1,5,1,5,0.09615258168656671,2.8598734244153894,0.5425876045836707
2019-01-05 02:00:00,4.583311256521931,2,5,1,5,0.2089847738799713,7.3811809799473345,0.3484804706883665
2019-01-05 03:00:00,0.0,3,5,1,5,0.16619623428044838,8.952997566036196,0.7788069289464604
2019-01-05 04:00:00,3.487657319805954,4,5,1,5,0.22721487350505115,0.0641091230024946,0.46946450430489717
2019-01-05 05:00:00,0.0,5,5,1,5,0.47592049646427265,2.510083812039607,0.8020824606682454
2019-01-05 06:00:00,0.0,6,5,1,5,0.11588479103164939,2.7359614568295987,0.6203253192080239
2019-01-05 07:00:00,0.0,7,5,1,5,0.1718540724955221,7.271279062126763,0.8728903672159426
2019-01-05 08:00:00,0.8927880797814638,8,5,1,5,0.24093580883068486,1.1792667911606856,0.40141052092155816
2019-01-05 09:00:00,0.0,9,5,1,5,0.19658545353951162,4.482203215488432,0.7879921793830805
2019-01-05 10:00:00,0.0,10,5,1,5,0.15450740124203077,5.5132566320117995,0.6273105699122193
2019-01-05 11:00:00,9.328827536683441,11,5,1,5,0.3024753876496196,3.1225077743067713,0.26430342384762195
2019-01-05 12:00:00,0.0,12,5,1,5,0.2628503990216566,6.867092533674425,0.1851727000443274
2019-01-05 13:00:00,3.5099676992111406,13,5,1,5,0.17838548982713634,8.011109846982475,0.7064512144692289
2019-01-05 14:00:00,0.0,14,5,1,5,0.07140336869412171,-0.43749598836350767,0.07720855913685794
2019-01-05 15:00:00,0.0,15,5,1,5,0.36804793518398216,3.421605035990792,0.4116545069189095
2019-01-05 16:00:00,0.0,16,5,1,5,0.16500239921085022,6.529981457094237,0.5292449077518552
2019-01-05 17:00:00,4.567016377150123,17,5,1,5,0.6463769483914986,9.948313928688604,0.44157879383794907
2019-01-05 18:00:00,0.0,18,5,1,5,0.5031230845032987,6.533836210893657,0.3722849060471617
2019-01-05 19:00:00,4.586155408216177,19,5,1,5,0.40864698504559716,5.346697571195361,0.4266068640716775
2019-01-05 20:00:00,0.0,20,5,1,5,0.3784719386186747,1.7070091791030348,0.39934897562398863
2019-01-05 21:00:00,3.8398833603886238,21,5,1,5,0.4808171104256128,6.707473630159263,0.5511476707147148
2019-01-05 22:00:00,1.4335036793772646,22,5,1,5,0.45015277145501226,6.1330295298991535,0.5998902486673169
2019-01-05 23:00:00,0.0,23,5,1,5,0.31485465592718676,8.904379607611828,0.5744685111494201
2019-01-06 00:00:00,6.102456251994922,0,6,1,6,0.3458306244455384,7.480038519583875,0.33025202277225213
2019-01-06 01:00:00,0.0,1,6,1,6,0.5386521682270735,3.772231111012454,0.46212246542156843
2019-01-06 02:00:00,2.952937695330965,2,6,1,6,0.30617217969438143,10.891276053267411,0.45948793904068813
2019-01-06 03:00:00,4.67415904476711,3,6,1,6,0.14558813424442504,5.351837975340961,0.3659977342384823
2019-01-06 04:00:00,0.0,4,6,1,6,0.4518857472364912,5.074588811478004,0.23957839073302883
2019-01-06 05:00:00,0.0,5,6,1,6,0.35993742481792457,8.665096978278886,0.43054140568623406
2019-01-06 06:00:00,0.0,6,6,1,6,0.06190643377169209,5.943163776628755,0.5027614047211751
2019-01-06 07:00:00,1.6862066990547078,7,6,1,6,0.2328545928203029,5.242355649929732,0.2892632162975001
