timestamp,energy_generation,hour,day_of_week,month,day_of_year,wind_speed,wind_direction,pressure
2020-01-01 00:00:00,27.873587797384733,0,2,1,1,7.18103816960771,44.69946541855101,1022.3239541789209
2020-01-01 01:00:00,7.783640067090435,1,2,1,1,4.483394190646763,16.856778618421732,998.2401038060057
2020-01-01 02:00:00,6.815526251092769,2,2,1,1,4.146850753112861,348.4294961146426,1007.1043953922227
2020-01-01 03:00:00,5.453759102664749,3,2,1,1,4.146906882995402,149.00569779681297,1009.0368149436865
2020-01-01 04:00:00,42.25072400923969,4,2,1,1,13.949143236691953,279.9415808253997,1004.791686510472
2020-01-01 05:00:00,23.264590597675863,5,2,1,1,8.600118692892666,331.2321479468034,1017.0594220949548
2020-01-01 06:00:00,2.034726502072766,6,2,1,1,3.393234005222697,73.4473570600068,1019.7292789651972
2020-01-01 07:00:00,24.103398022885557,7,2,1,1,7.4094434202936394,313.14549460001336,995.04064459424
2020-01-01 08:00:00,10.950458701272352,8,2,1,1,5.996880792193941,254.88883723619358,1019.4094811478848
2020-01-01 09:00:00,0.0,9,2,1,1,0.6477448304717562,208.0717401512518,1006.1128450212802
2020-01-01 10:00:00,0.0,10,2,1,1,2.0137268480631185,291.2680110078283,1013.2377989952291
2020-01-01 11:00:00,0.0,11,2,1,1,6.31849691204449,39.83924862510622,1003.8726040418068
2020-01-01 12:00:00,0.0,12,2,1,1,13.095530602450586,94.89612105483465,1020.8978206520244
2020-01-01 13:00:00,1.7068471575478115,13,2,1,1,4.1755565548774385,47.17831452373761,1003.888403938843
2020-01-01 14:00:00,0.0,14,2,1,1,3.174082317162911,322.5494052698586,1012.5326638200156
2020-01-01 15:00:00,1.98784302719897,15,2,1,1,5.442022624416497,35.56715751353017,1018.8226733232764
2020-01-01 16:00:00,0.05605770395658883,16,2,1,1,3.0158534421542926,352.78215174774135,1016.1006880546679
2020-01-01 17:00:00,0.9329112858358718,17,2,1,1,3.9532241434175655,39.56083729134998,1004.6440757926996
2020-01-01 18:00:00,1.2118449646691483,18,2,1,1,4.947907436820794,238.25508431406234,1012.1165665222047
2020-01-01 19:00:00,0.0,19,2,1,1,1.9204119145316505,237.7778575086397,1012.2187274868044
2020-01-01 20:00:00,0.0,20,2,1,1,8.910180282639418,335.2486239495745,1019.5669563026464
2020-01-01 21:00:00,0.0,21,2,1,1,1.6055443388371202,116.3277034918324,1010.8869141860406
2020-01-01 22:00:00,0.0,22,2,1,1,1.4183803315040202,119.52428757945218,1010.3442376892004
2020-01-01 23:00:00,0.0,23,2,1,1,5.801851253664404,304.66559027943373,1010.1731673918191
2020-01-02 00:00:00,6.446431273570196,0,3,1,2,8.440061423937152,352.2871989856068,998.8288653693448
2020-01-02 01:00:00,3.8595819904710873,1,3,1,2,5.693506723071211,10.84996034314322,1022.0014605565807
2020-01-02 02:00:00,2.185178393203728,2,3,1,2,4.565337531253802,228.71409147502953,1024.6924297656599
2020-01-02 03:00:00,0.994163980652498,3,3,1,2,3.9221443049504225,87.71027413902442,1028.480890090652
2020-01-02 04:00:00,0.7002046274346312,4,3,1,2,3.4197294920599512,262.06642371423754,1017.3376797471823
2020-01-02 05:00:00,23.174120962200433,5,3,1,2,10.313397901558348,278.17884331378707,1000.8990778833823
2020-01-02 06:00:00,4.288862239569617,6,3,1,2,6.363131818169766,274.50920049869427,993.5094129542871
2020-01-02 07:00:00,0.4780311487950335,7,3,1,2,3.6519564409759626,156.78402347598458,1016.0706790966495
2020-01-02 08:00:00,0.0,8,3,1,2,2.8098195879346717,56.80849910700259,1005.9947432074864
2020-01-02 09:00:00,13.32396259738181,9,3,1,2,7.762856870123621,210.51526714238094,1009.3358582486048
